street_id,name,name_ja,klass,length_m,width_m,lanes,speed_kmh,oneway,centrality
22,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0013
23,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0014
24,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0014
25,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0014
26,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0015
27,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0015
28,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.3,19.0,4,50.0,False,0.0016
29,Ō-SuzuKi-dōri,大鈴機通り,arterial,11.2,19.0,4,50.0,False,0.0016
30,Ō-SuzuKi-dōri,大鈴機通り,arterial,12.5,19.0,4,50.0,False,0.0016
31,Ō-SuzuKi-dōri,大鈴機通り,arterial,14.1,19.0,4,50.0,False,0.0017
32,Ō-SuzuKi-dōri,大鈴機通り,arterial,12.5,19.0,4,50.0,False,0.0017
33,Ō-SuzuKi-dōri,大鈴機通り,arterial,11.2,19.0,4,50.0,False,0.0018
34,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.3,19.0,4,50.0,False,0.0018
35,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0018
36,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0019
37,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0019
38,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.002
39,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.002
40,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.002
41,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0021
42,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0021
43,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0022
44,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0022
45,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0022
46,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0023
47,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0023
48,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.3,19.0,4,50.0,False,0.0024
49,Ō-SuzuKi-dōri,大鈴機通り,arterial,11.2,19.0,4,50.0,False,0.0024
50,Ō-SuzuKi-dōri,大鈴機通り,arterial,12.5,19.0,4,50.0,False,0.0025
51,Ō-SuzuKi-dōri,大鈴機通り,arterial,14.1,19.0,4,50.0,False,0.0025
52,Ō-SuzuKi-dōri,大鈴機通り,arterial,12.5,19.0,4,50.0,False,0.0026
53,Ō-SuzuKi-dōri,大鈴機通り,arterial,11.2,19.0,4,50.0,False,0.0026
54,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.3,19.0,4,50.0,False,0.0027
55,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0027
56,Ō-SuzuKi-dōri,大鈴機通り,arterial,7.9,19.0,4,50.0,False,0.0028
57,Ō-SuzuKi-dōri,大鈴機通り,arterial,7.1,19.0,4,50.0,False,0.0029
58,Ō-SuzuKi-dōri,大鈴機通り,arterial,7.9,19.0,4,50.0,False,0.0029
59,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.003
60,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0031
61,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0031
62,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0032
63,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0032
64,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.3,19.0,4,50.0,False,0.0033
65,Ō-SuzuKi-dōri,大鈴機通り,arterial,11.2,19.0,4,50.0,False,0.0034
66,Ō-SuzuKi-dōri,大鈴機通り,arterial,12.5,19.0,4,50.0,False,0.0034
67,Ō-SuzuKi-dōri,大鈴機通り,arterial,14.1,19.0,4,50.0,False,0.0035
68,Ō-SuzuKi-dōri,大鈴機通り,arterial,12.5,19.0,4,50.0,False,0.0035
69,Ō-SuzuKi-dōri,大鈴機通り,arterial,11.2,19.0,4,50.0,False,0.0036
70,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.3,19.0,4,50.0,False,0.0037
71,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0037
72,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.3,19.0,4,50.0,False,0.0038
73,Ō-SuzuKi-dōri,大鈴機通り,arterial,11.2,19.0,4,50.0,False,0.0038
74,Ō-SuzuKi-dōri,大鈴機通り,arterial,12.5,19.0,4,50.0,False,0.0039
75,Ō-SuzuKi-dōri,大鈴機通り,arterial,14.1,19.0,4,50.0,False,0.004
76,Ō-SuzuKi-dōri,大鈴機通り,arterial,11.2,19.0,4,50.0,False,0.004
77,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0041
78,Ō-SuzuKi-dōri,大鈴機通り,arterial,11.2,19.0,4,50.0,False,0.0041
79,Ō-SuzuKi-dōri,大鈴機通り,arterial,14.1,19.0,4,50.0,False,0.0042
80,Ō-SuzuKi-dōri,大鈴機通り,arterial,12.5,19.0,4,50.0,False,0.0043
81,Ō-SuzuKi-dōri,大鈴機通り,arterial,11.2,19.0,4,50.0,False,0.0043
82,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.3,19.0,4,50.0,False,0.0044
83,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0044
84,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0045
85,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0046
86,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0046
87,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0047
88,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.3,19.0,4,50.0,False,0.0047
89,Ō-SuzuKi-dōri,大鈴機通り,arterial,11.2,19.0,4,50.0,False,0.0048
90,Ō-SuzuKi-dōri,大鈴機通り,arterial,12.5,19.0,4,50.0,False,0.0049
91,Ō-SuzuKi-dōri,大鈴機通り,arterial,14.1,19.0,4,50.0,False,0.0049
92,Ō-SuzuKi-dōri,大鈴機通り,arterial,14.1,19.0,4,50.0,False,0.005
93,Ō-SuzuKi-dōri,大鈴機通り,arterial,14.1,19.0,4,50.0,False,0.005
94,Ō-SuzuKi-dōri,大鈴機通り,arterial,14.1,19.0,4,50.0,False,0.0051
95,Ō-SuzuKi-dōri,大鈴機通り,arterial,14.1,19.0,4,50.0,False,0.0052
96,Ō-SuzuKi-dōri,大鈴機通り,arterial,12.5,19.0,4,50.0,False,0.0052
97,Ō-SuzuKi-dōri,大鈴機通り,arterial,11.2,19.0,4,50.0,False,0.0053
98,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.3,19.0,4,50.0,False,0.0054
99,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0054
100,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0055
101,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0055
102,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0056
103,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0057
104,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.3,19.0,4,50.0,False,0.0057
105,Ō-SuzuKi-dōri,大鈴機通り,arterial,11.2,19.0,4,50.0,False,0.0058
106,Ō-SuzuKi-dōri,大鈴機通り,arterial,12.5,19.0,4,50.0,False,0.0058
107,Ō-SuzuKi-dōri,大鈴機通り,arterial,14.1,19.0,4,50.0,False,0.0059
108,Ō-SuzuKi-dōri,大鈴機通り,arterial,12.5,19.0,4,50.0,False,0.006
109,Ō-SuzuKi-dōri,大鈴機通り,arterial,11.2,19.0,4,50.0,False,0.0067
110,Ō-SuzuKi-dōri,大鈴機通り,arterial,2.1,19.0,4,50.0,False,0.0
111,Ō-SuzuKi-dōri,大鈴機通り,arterial,3.1,19.0,4,50.0,False,0.0
112,Ō-SuzuKi-dōri,大鈴機通り,arterial,5.1,19.0,4,50.0,False,0.0072
113,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0069
114,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0069
115,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.007
116,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.007
117,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0071
118,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0071
119,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0072
120,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0073
121,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0099
122,Ō-SuzuKi-dōri,大鈴機通り,arterial,3.2,19.0,4,50.0,False,0.0
123,Ō-SuzuKi-dōri,大鈴機通り,arterial,6.8,19.0,4,50.0,False,0.0102
124,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0137
125,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0198
126,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0198
127,Ō-SuzuKi-dōri,大鈴機通り,arterial,9.7,19.0,4,50.0,False,0.02
128,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0201
129,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0201
130,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0202
131,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0202
132,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0203
133,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0203
134,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0204
135,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0204
136,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0205
137,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0205
138,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0206
139,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0206
140,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0207
141,Ō-SuzuKi-dōri,大鈴機通り,arterial,9.2,19.0,4,50.0,False,0.0236
142,Ō-SuzuKi-dōri,大鈴機通り,arterial,3.0,19.0,4,50.0,False,0.0
143,Ō-SuzuKi-dōri,大鈴機通り,arterial,7.0,19.0,4,50.0,False,0.0262
144,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0259
145,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0259
146,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0259
147,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.026
148,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.026
149,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0261
150,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0261
151,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0262
152,Ō-SuzuKi-dōri,大鈴機通り,arterial,7.0,19.0,4,50.0,False,0.0266
153,Ō-SuzuKi-dōri,大鈴機通り,arterial,3.0,19.0,4,50.0,False,0.0
154,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0269
155,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0269
156,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.027
157,Ō-SuzuKi-dōri,大鈴機通り,arterial,7.0,19.0,4,50.0,False,0.0288
158,Ō-SuzuKi-dōri,大鈴機通り,arterial,3.3,19.0,4,50.0,False,0.0
159,Ō-SuzuKi-dōri,大鈴機通り,arterial,11.2,19.0,4,50.0,False,0.0306
160,Ō-SuzuKi-dōri,大鈴機通り,arterial,12.5,19.0,4,50.0,False,0.0306
161,Ō-SuzuKi-dōri,大鈴機通り,arterial,14.1,19.0,4,50.0,False,0.0307
162,Ō-SuzuKi-dōri,大鈴機通り,arterial,3.1,19.0,4,50.0,False,0.0
163,Ō-SuzuKi-dōri,大鈴機通り,arterial,4.0,19.0,4,50.0,False,0.0
164,Ō-SuzuKi-dōri,大鈴機通り,arterial,7.0,19.0,4,50.0,False,0.0154
165,Ō-SuzuKi-dōri,大鈴機通り,arterial,14.1,19.0,4,50.0,False,0.0
166,Ō-SuzuKi-dōri,大鈴機通り,arterial,14.1,19.0,4,50.0,False,0.0001
167,Ō-SuzuKi-dōri,大鈴機通り,arterial,14.1,19.0,4,50.0,False,0.0002
168,Ō-SuzuKi-dōri,大鈴機通り,arterial,12.5,19.0,4,50.0,False,0.0002
169,Ō-SuzuKi-dōri,大鈴機通り,arterial,11.2,19.0,4,50.0,False,0.0003
170,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.3,19.0,4,50.0,False,0.0145
171,Ō-SuzuKi-dōri,大鈴機通り,arterial,2.7,19.0,4,50.0,False,0.0
172,Ō-SuzuKi-dōri,大鈴機通り,arterial,5.8,19.0,4,50.0,False,0.0286
173,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0286
174,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0287
175,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0287
176,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.0287
177,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.3,19.0,4,50.0,False,0.0288
178,Ō-SuzuKi-dōri,大鈴機通り,arterial,11.2,19.0,4,50.0,False,0.0288
179,Ō-SuzuKi-dōri,大鈴機通り,arterial,12.5,19.0,4,50.0,False,0.0289
180,Ō-SuzuKi-dōri,大鈴機通り,arterial,14.1,19.0,4,50.0,False,0.029
181,Ō-SuzuKi-dōri,大鈴機通り,arterial,9.6,19.0,4,50.0,False,0.0709
182,Ō-SuzuKi-dōri,大鈴機通り,arterial,2.9,19.0,4,50.0,False,0.0
183,Ō-SuzuKi-dōri,大鈴機通り,arterial,11.2,19.0,4,50.0,False,0.1128
184,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.3,19.0,4,50.0,False,0.1175
185,Ō-SuzuKi-dōri,大鈴機通り,arterial,8.9,19.0,4,50.0,False,0.1221
186,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.1221
187,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.1222
188,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.1222
189,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.1223
190,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.1223
191,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.1224
192,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.1224
193,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.1225
194,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.1225
195,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.1226
196,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.1226
197,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.1227
198,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.1227
199,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.1228
200,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.1228
201,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.1229
202,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.1229
203,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.123
204,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.123
205,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.1231
206,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.1231
207,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.1232
208,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.1232
209,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.1232
210,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.1233
211,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.1233
212,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.1234
213,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.1234
214,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.1235
215,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.1235
216,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.1236
217,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.1236
218,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.1237
219,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.1237
220,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.1238
221,Ō-SuzuKi-dōri,大鈴機通り,arterial,10.0,19.0,4,50.0,False,0.1238
222,Ō-SuzuKi-dōri,大鈴機通り,arterial,1117.3,19.0,4,50.0,False,0.1239
223,Ō-SuzuKi-dōri,大鈴機通り,arterial,129.3,19.0,4,50.0,False,0.114
224,Ō-SuzuKi-dōri,大鈴機通り,arterial,35.6,19.0,4,50.0,False,0.1041
225,Ō-SuzuKi-dōri,大鈴機通り,arterial,92.3,19.0,4,50.0,False,0.1042
226,Ō-SuzuKi-dōri,大鈴機通り,arterial,15.0,19.0,4,50.0,False,0.1042
227,Ō-SuzuKi-dōri,大鈴機通り,arterial,105.0,19.0,4,50.0,False,0.1043
228,Ō-SuzuKi-dōri,大鈴機通り,arterial,9.5,19.0,4,50.0,False,0.1045
229,Ō-SuzuKi-dōri,大鈴機通り,arterial,92.2,19.0,4,50.0,False,0.0525
230,Ō-SuzuKi-dōri,大鈴機通り,arterial,83.7,19.0,4,50.0,False,0.0001
231,Ō-SuzuKi-dōri,大鈴機通り,arterial,95.5,19.0,4,50.0,False,0.0
232,Ō-SuzuKi-dōri,大鈴機通り,arterial,84.8,19.0,4,50.0,False,0.0527
233,Ō-SuzuKi-dōri,大鈴機通り,arterial,104.5,19.0,4,50.0,False,0.1055
234,Shiro-ShioSuzu-dōri,白潮鈴通り,arterial,10.3,19.0,4,50.0,False,0.1056
235,Shiro-ShioSuzu-dōri,白潮鈴通り,arterial,2.5,19.0,4,50.0,False,0.0
236,Shiro-ShioSuzu-dōri,白潮鈴通り,arterial,5.0,19.0,4,50.0,False,0.1056
237,Shiro-ShioSuzu-dōri,白潮鈴通り,arterial,7.5,19.0,4,50.0,False,0.1056
238,Shiro-ShioSuzu-dōri,白潮鈴通り,arterial,6.4,19.0,4,50.0,False,0.1062
239,Shiro-ShioSuzu-dōri,白潮鈴通り,arterial,3.6,19.0,4,50.0,False,0.0
240,Shiro-ShioSuzu-dōri,白潮鈴通り,arterial,7.9,19.0,4,50.0,False,0.1057
241,Shiro-ShioSuzu-dōri,白潮鈴通り,arterial,7.1,19.0,4,50.0,False,0.1048
242,Shiro-ShioSuzu-dōri,白潮鈴通り,arterial,7.9,19.0,4,50.0,False,0.1048
243,Shiro-ShioSuzu-dōri,白潮鈴通り,arterial,10.0,19.0,4,50.0,False,0.1048
244,Shiro-ShioSuzu-dōri,白潮鈴通り,arterial,7.9,19.0,4,50.0,False,0.1049
245,Shiro-ShioSuzu-dōri,白潮鈴通り,arterial,7.1,19.0,4,50.0,False,0.1049
246,Shiro-ShioSuzu-dōri,白潮鈴通り,arterial,7.9,19.0,4,50.0,False,0.105
247,Shiro-ShioSuzu-dōri,白潮鈴通り,arterial,10.0,19.0,4,50.0,False,0.105
248,Shiro-ShioSuzu-dōri,白潮鈴通り,arterial,10.0,19.0,4,50.0,False,0.1051
249,Shiro-ShioSuzu-dōri,白潮鈴通り,arterial,10.0,19.0,4,50.0,False,0.1051
250,Shiro-ShioSuzu-dōri,白潮鈴通り,arterial,10.0,19.0,4,50.0,False,0.1052
251,Shiro-ShioSuzu-dōri,白潮鈴通り,arterial,10.0,19.0,4,50.0,False,0.1057
252,Shiro-ShioSuzu-dōri,白潮鈴通り,arterial,3.8,19.0,4,50.0,False,0.0
253,Shiro-ShioSuzu-dōri,白潮鈴通り,arterial,6.2,19.0,4,50.0,False,0.1062
254,Shiro-ShioSuzu-dōri,白潮鈴通り,arterial,10.0,19.0,4,50.0,False,0.1062
255,Shiro-ShioSuzu-dōri,白潮鈴通り,arterial,8.9,19.0,4,50.0,False,0.1064
256,Shiro-ShioSuzu-dōri,白潮鈴通り,arterial,10.0,19.0,4,50.0,False,0.1064
257,Shiro-ShioSuzu-dōri,白潮鈴通り,arterial,10.3,19.0,4,50.0,False,0.1065
258,Shiro-ShioSuzu-dōri,白潮鈴通り,arterial,11.2,19.0,4,50.0,False,0.1065
259,Shiro-ShioSuzu-dōri,白潮鈴通り,arterial,12.5,19.0,4,50.0,False,0.1065
260,Shiro-ShioSuzu-dōri,白潮鈴通り,arterial,14.1,19.0,4,50.0,False,0.1066
261,Shiro-ShioSuzu-dōri,白潮鈴通り,arterial,12.5,19.0,4,50.0,False,0.1066
262,Shiro-ShioSuzu-dōri,白潮鈴通り,arterial,7.9,19.0,4,50.0,False,0.1075
263,Shiro-ShioSuzu-dōri,白潮鈴通り,arterial,3.3,19.0,4,50.0,False,0.0
264,Shiro-ShioSuzu-dōri,白潮鈴通り,arterial,10.3,19.0,4,50.0,False,0.1081
265,Shiro-ShioSuzu-dōri,白潮鈴通り,arterial,10.0,19.0,4,50.0,False,0.108
266,Shiro-ShioSuzu-dōri,白潮鈴通り,arterial,10.0,19.0,4,50.0,False,0.108
267,Shiro-ShioSuzu-dōri,白潮鈴通り,arterial,10.0,19.0,4,50.0,False,0.108
268,Shiro-ShioSuzu-dōri,白潮鈴通り,arterial,10.0,19.0,4,50.0,False,0.1081
269,Shiro-ShioSuzu-dōri,白潮鈴通り,arterial,7.7,19.0,4,50.0,False,0.1083
270,Shiro-ShioSuzu-dōri,白潮鈴通り,arterial,2.3,19.0,4,50.0,False,0.0
271,Shiro-ShioSuzu-dōri,白潮鈴通り,arterial,10.0,19.0,4,50.0,False,0.1086
272,Shiro-ShioSuzu-dōri,白潮鈴通り,arterial,10.0,19.0,4,50.0,False,0.1086
273,Shiro-ShioSuzu-dōri,白潮鈴通り,arterial,10.0,19.0,4,50.0,False,0.1086
274,Shiro-ShioSuzu-dōri,白潮鈴通り,arterial,10.0,19.0,4,50.0,False,0.1086
275,Shiro-ShioSuzu-dōri,白潮鈴通り,arterial,10.0,19.0,4,50.0,False,0.1087
