id,kind,x,y,district,machi,jobs,capacity,floors,footprint_m2
poi00079,convenience,1650.5,1473.9,tetsuba,tetsuba-02,7,0,1,180.0
poi00080,convenience,1650.5,1473.9,tetsuba,tetsuba-02,7,0,1,180.0
poi00081,convenience,1650.5,1473.9,tetsuba,tetsuba-02,7,0,1,180.0
poi00082,convenience,1650.5,1473.9,tetsuba,tetsuba-02,7,0,1,180.0
poi00083,shop_street,2985.0,1724.1,tetsuba,tetsuba-02,39,0,1,900.0
poi00084,school_primary,3571.1,581.3,tetsuba,tetsuba-02,28,520,3,3400.0
poi00085,school_junior_high,3106.9,1703.7,tetsuba,tetsuba-02,44,620,3,5200.0
poi00086,clinic,3341.7,213.3,tetsuba,tetsuba-02,9,0,2,420.0
poi00087,clinic,3587.7,504.6,tetsuba,tetsuba-02,9,0,2,420.0
poi00088,shrine,3285.8,712.7,tetsuba,tetsuba-02,2,0,1,700.0
poi00089,park,1498.5,1369.1,tetsuba,tetsuba-02,2,0,0,4800.0
poi00090,convenience,2554.7,555.3,hikari,hikari-06,7,0,1,180.0
poi00091,convenience,2554.7,555.3,hikari,hikari-06,7,0,1,180.0
poi00092,convenience,2554.7,555.3,hikari,hikari-06,7,0,1,180.0
poi00093,convenience,2554.7,555.3,hikari,hikari-06,7,0,1,180.0
poi00094,convenience,2554.7,555.3,hikari,hikari-06,7,0,1,180.0
poi00095,convenience,2554.7,555.3,hikari,hikari-06,7,0,1,180.0
poi00096,convenience,2554.7,555.3,hikari,hikari-06,7,0,1,180.0
poi00097,convenience,2554.7,555.3,hikari,hikari-06,7,0,1,180.0
poi00098,convenience,2554.7,555.3,hikari,hikari-06,7,0,1,180.0
poi00099,convenience,2554.7,555.3,hikari,hikari-06,7,0,1,180.0
poi00100,convenience,2554.7,555.3,hikari,hikari-06,7,0,1,180.0
poi00101,shop_street,1948.5,130.1,hikari,hikari-06,88,0,1,900.0
poi00102,school_primary,1448.0,436.9,hikari,hikari-06,28,520,3,3400.0
poi00103,school_primary,1913.6,797.7,hikari,hikari-06,28,520,3,3400.0
poi00104,school_junior_high,1517.2,461.8,hikari,hikari-06,44,620,3,5200.0
poi00105,clinic,1340.6,1028.7,hikari,hikari-06,9,0,2,420.0
poi00106,clinic,1498.5,348.5,hikari,hikari-06,9,0,2,420.0
poi00107,clinic,2002.2,-29.4,hikari,hikari-06,9,0,2,420.0
poi00108,clinic,1984.8,55.2,hikari,hikari-06,9,0,2,420.0
poi00109,clinic,1296.9,-61.2,hikari,hikari-06,9,0,2,420.0
poi00110,clinic,1874.5,-152.0,hikari,hikari-06,9,0,2,420.0
poi00111,shrine,2190.0,51.7,hikari,hikari-06,2,0,1,700.0
poi00112,bank,1325.9,-205.3,hikari,hikari-06,14,0,3,900.0
poi00113,petrol,2554.7,555.3,hikari,hikari-06,5,0,1,1100.0
poi00114,bank,1421.9,2071.1,naka,naka-01,14,0,3,900.0
poi00115,post_office,1421.9,2071.1,naka,naka-01,11,0,2,650.0
poi00116,petrol,1404.9,1948.7,naka,naka-01,5,0,1,1100.0
poi00117,parking,1404.9,1948.7,naka,naka-01,6,0,5,2600.0
poi00118,convenience,2250.3,2154.6,hikari,hikari-09,7,0,1,180.0
poi00119,convenience,2250.3,2154.6,hikari,hikari-09,7,0,1,180.0
poi00120,convenience,2250.3,2154.6,hikari,hikari-09,7,0,1,180.0
poi00121,shop_street,2054.8,2324.3,hikari,hikari-09,29,0,1,900.0
poi00122,school_junior_high,1646.5,2187.6,hikari,hikari-09,44,620,3,5200.0
poi00123,clinic,2117.1,2111.5,hikari,hikari-09,9,0,2,420.0
poi00124,shrine,2063.7,2235.3,hikari,hikari-09,2,0,1,700.0
poi00125,bank,1837.1,2348.9,hikari,hikari-09,14,0,3,900.0
poi00126,post_office,1837.1,2348.9,hikari,hikari-09,11,0,2,650.0
poi00127,police_box,2250.3,2154.6,hikari,hikari-09,6,0,1,140.0
poi00128,petrol,2250.3,2154.6,hikari,hikari-09,5,0,1,1100.0
poi00129,fire_station,1395.1,1839.6,tetsuba,tetsuba-06,22,0,2,2100.0
poi00130,convenience,2361.8,1352.9,hikari,hikari-08,7,0,1,180.0
poi00131,convenience,2361.8,1352.9,hikari,hikari-08,7,0,1,180.0
poi00132,convenience,2361.8,1352.9,hikari,hikari-08,7,0,1,180.0
poi00133,convenience,2361.8,1352.9,hikari,hikari-08,7,0,1,180.0
poi00134,shop_street,2018.7,1301.1,hikari,hikari-08,33,0,1,900.0
poi00135,school_junior_high,1985.5,1178.0,hikari,hikari-08,44,620,3,5200.0
poi00136,clinic,2048.4,1068.5,hikari,hikari-08,9,0,2,420.0
poi00137,clinic,1976.3,1240.6,hikari,hikari-08,9,0,2,420.0
poi00138,shrine,2352.8,1375.3,hikari,hikari-08,2,0,1,700.0
poi00139,post_office,2426.7,1366.9,hikari,hikari-08,11,0,2,650.0
poi00140,petrol,2361.8,1352.9,hikari,hikari-08,5,0,1,1100.0
poi00141,parking,2361.8,1352.9,hikari,hikari-08,6,0,5,2600.0
poi00142,convenience,4191.8,1289.0,minami,minami-06,7,0,1,180.0
poi00143,convenience,4191.8,1289.0,minami,minami-06,7,0,1,180.0
poi00144,convenience,4191.8,1289.0,minami,minami-06,7,0,1,180.0
poi00145,convenience,4191.8,1289.0,minami,minami-06,7,0,1,180.0
poi00146,shop_street,4387.1,1608.3,minami,minami-06,39,0,1,900.0
poi00147,school_primary,4537.6,1065.0,minami,minami-06,28,520,3,3400.0
poi00148,school_junior_high,4478.2,1391.4,minami,minami-06,44,620,3,5200.0
poi00149,clinic,4388.6,1328.1,minami,minami-06,9,0,2,420.0
poi00150,clinic,4626.2,1148.5,minami,minami-06,9,0,2,420.0
poi00151,clinic,4194.9,1374.6,minami,minami-06,9,0,2,420.0
poi00152,shrine,4265.2,1161.7,minami,minami-06,2,0,1,700.0
poi00153,park,4249.1,1225.6,minami,minami-06,2,0,0,4800.0
poi00154,convenience,2564.0,494.9,minato_kita,minato_kita-04,7,0,1,180.0
poi00155,convenience,2564.0,494.9,minato_kita,minato_kita-04,7,0,1,180.0
poi00156,convenience,2564.0,494.9,minato_kita,minato_kita-04,7,0,1,180.0
poi00157,shop_street,2788.6,180.9,minato_kita,minato_kita-04,25,0,1,900.0
poi00158,school_junior_high,2767.6,11.0,minato_kita,minato_kita-04,44,620,3,5200.0
poi00159,clinic,2797.9,-150.5,minato_kita,minato_kita-04,9,0,2,420.0
poi00160,shrine,2770.4,444.8,minato_kita,minato_kita-04,2,0,1,700.0
poi00161,bank,2615.2,299.1,minato_kita,minato_kita-04,14,0,3,900.0
poi00162,post_office,2615.2,299.1,minato_kita,minato_kita-04,11,0,2,650.0
poi00163,police_box,2564.0,494.9,minato_kita,minato_kita-04,6,0,1,140.0
poi00164,park,2857.0,429.1,minato_kita,minato_kita-04,2,0,0,4800.0
poi00165,petrol,2564.0,494.9,minato_kita,minato_kita-04,5,0,1,1100.0
poi00166,fire_station,3549.5,247.2,minato_kita,minato_kita-01,22,0,2,2100.0
poi00167,fire_station,3250.6,157.0,minato_kita,minato_kita-03,22,0,2,2100.0
poi00168,convenience,3994.4,-318.6,minami,minami-05,7,0,1,180.0
poi00169,convenience,3994.4,-318.6,minami,minami-05,7,0,1,180.0
poi00170,convenience,3994.4,-318.6,minami,minami-05,7,0,1,180.0
poi00171,shop_street,4660.0,562.5,minami,minami-05,29,0,1,900.0
poi00172,school_junior_high,3944.5,-376.9,minami,minami-05,44,620,3,5200.0
poi00173,clinic,4203.7,-196.4,minami,minami-05,9,0,2,420.0
poi00174,clinic,4295.6,-310.0,minami,minami-05,9,0,2,420.0
poi00175,shrine,3860.2,-233.9,minami,minami-05,2,0,1,700.0
poi00176,bank,3774.3,-312.6,minami,minami-05,14,0,3,900.0
poi00177,police_box,3994.4,-318.6,minami,minami-05,6,0,1,140.0
poi00178,park,3954.8,-91.6,minami,minami-05,2,0,0,4800.0
poi00179,petrol,3994.4,-318.6,minami,minami-05,5,0,1,1100.0
poi00180,bank,3956.5,680.5,minami,minami-04,14,0,3,900.0
poi00181,post_office,3956.5,680.5,minami,minami-04,11,0,2,650.0
poi00182,petrol,3990.9,716.0,minami,minami-04,5,0,1,1100.0
poi00183,convenience,846.2,2310.0,hikari,hikari-10,7,0,1,180.0
poi00184,convenience,846.2,2310.0,hikari,hikari-10,7,0,1,180.0
poi00185,shop_street,217.5,2766.9,hikari,hikari-10,21,0,1,900.0
poi00186,school_junior_high,535.9,2670.3,hikari,hikari-10,44,620,3,5200.0
poi00187,clinic,586.6,2546.0,hikari,hikari-10,9,0,2,420.0
poi00188,shrine,350.4,2404.0,hikari,hikari-10,2,0,1,700.0
poi00189,post_office,279.0,2539.4,hikari,hikari-10,11,0,2,650.0
poi00190,petrol,846.2,2310.0,hikari,hikari-10,5,0,1,1100.0
poi00191,convenience,837.5,2323.9,tetsuba,tetsuba-07,7,0,1,180.0
poi00192,shop_street,1325.9,2892.4,tetsuba,tetsuba-07,15,0,1,900.0
poi00193,school_junior_high,1528.8,2897.8,tetsuba,tetsuba-07,44,620,3,5200.0
poi00194,clinic,1359.5,2995.0,tetsuba,tetsuba-07,9,0,2,420.0
poi00195,shrine,1346.8,3612.9,tetsuba,tetsuba-07,2,0,1,700.0
poi00196,park,1396.6,3552.9,tetsuba,tetsuba-07,2,0,0,4800.0
poi00197,convenience,2500.6,3612.1,tetsuba,tetsuba-08,7,0,1,180.0
poi00198,shop_street,1101.2,3886.2,tetsuba,tetsuba-08,9,0,1,900.0
poi00199,post_office,2764.8,4133.5,tetsuba,tetsuba-08,11,0,2,650.0
poi00200,fire_station,1869.2,4289.6,tetsuba,tetsuba-08,22,0,2,2100.0
poi00201,petrol,2500.6,3612.1,tetsuba,tetsuba-08,5,0,1,1100.0
poi00202,convenience,228.5,2913.1,naka,naka-08,7,0,1,180.0
poi00203,convenience,228.5,2913.1,naka,naka-08,7,0,1,180.0
poi00204,convenience,228.5,2913.1,naka,naka-08,7,0,1,180.0
poi00205,convenience,228.5,2913.1,naka,naka-08,7,0,1,180.0
poi00206,convenience,228.5,2913.1,naka,naka-08,7,0,1,180.0
poi00207,convenience,228.5,2913.1,naka,naka-08,7,0,1,180.0
poi00208,convenience,228.5,2913.1,naka,naka-08,7,0,1,180.0
poi00209,convenience,228.5,2913.1,naka,naka-08,7,0,1,180.0
poi00210,shop_street,-193.5,3419.1,naka,naka-08,71,0,1,900.0
poi00211,school_primary,-663.4,2664.7,naka,naka-08,28,520,3,3400.0
poi00212,school_junior_high,-5.0,3312.4,naka,naka-08,44,620,3,5200.0
poi00213,clinic,38.4,3999.6,naka,naka-08,9,0,2,420.0
poi00214,clinic,-206.4,3540.6,naka,naka-08,9,0,2,420.0
poi00215,clinic,-234.2,2763.2,naka,naka-08,9,0,2,420.0
poi00216,clinic,-221.8,2539.5,naka,naka-08,9,0,2,420.0
poi00217,clinic,614.2,3644.2,naka,naka-08,9,0,2,420.0
poi00218,shrine,-276.8,3127.4,naka,naka-08,2,0,1,700.0
poi00219,park,125.1,3812.3,naka,naka-08,2,0,0,4800.0
poi00220,convenience,803.2,3332.5,naka,naka-02,7,0,1,180.0
poi00221,shop_street,971.6,3238.9,naka,naka-02,12,0,1,900.0
poi00222,shrine,971.4,3285.1,naka,naka-02,2,0,1,700.0
poi00223,post_office,986.8,3223.5,naka,naka-02,11,0,2,650.0
poi00224,park,940.0,3303.2,naka,naka-02,2,0,0,4800.0
poi00225,petrol,1025.1,2994.0,naka,naka-02,5,0,1,1100.0
poi00226,convenience,715.2,4994.8,naka,naka-09,7,0,1,180.0
poi00227,convenience,715.2,4994.8,naka,naka-09,7,0,1,180.0
poi00228,shop_street,800.5,5346.0,naka,naka-09,17,0,1,900.0
poi00229,school_junior_high,758.7,5963.6,naka,naka-09,44,620,3,5200.0
poi00230,clinic,339.6,5158.6,naka,naka-09,9,0,2,420.0
poi00231,shrine,100.5,4882.2,naka,naka-09,2,0,1,700.0
poi00232,park,1300.8,5659.4,naka,naka-09,2,0,0,4800.0
poi00233,shop_street,829.7,2920.9,naka,naka-06,7,0,1,900.0
poi00234,bank,718.1,2933.6,naka,naka-06,14,0,3,900.0
poi00235,post_office,718.1,2933.6,naka,naka-06,11,0,2,650.0
poi00236,petrol,714.7,2996.1,naka,naka-06,5,0,1,1100.0
poi00237,convenience,337.2,3914.2,naka,naka-07,7,0,1,180.0
poi00238,convenience,337.2,3914.2,naka,naka-07,7,0,1,180.0
poi00239,convenience,337.2,3914.2,naka,naka-07,7,0,1,180.0
poi00240,convenience,337.2,3914.2,naka,naka-07,7,0,1,180.0
poi00241,convenience,337.2,3914.2,naka,naka-07,7,0,1,180.0
poi00242,convenience,337.2,3914.2,naka,naka-07,7,0,1,180.0
poi00243,convenience,337.2,3914.2,naka,naka-07,7,0,1,180.0
poi00244,convenience,337.2,3914.2,naka,naka-07,7,0,1,180.0
poi00245,shop_street,1162.6,4610.6,naka,naka-07,69,0,1,900.0
poi00246,school_primary,1220.5,4331.4,naka,naka-07,28,520,3,3400.0
poi00247,school_primary,1426.3,4904.0,naka,naka-07,28,520,3,3400.0
poi00248,school_junior_high,581.0,4463.0,naka,naka-07,44,620,3,5200.0
poi00249,clinic,978.0,4682.1,naka,naka-07,9,0,2,420.0
poi00250,clinic,1268.7,4887.9,naka,naka-07,9,0,2,420.0
poi00251,clinic,1597.1,5332.1,naka,naka-07,9,0,2,420.0
poi00252,clinic,1653.5,5140.2,naka,naka-07,9,0,2,420.0
poi00253,clinic,278.4,4686.8,naka,naka-07,9,0,2,420.0
poi00254,shrine,1306.9,4448.7,naka,naka-07,2,0,1,700.0
poi00255,park,958.5,4321.6,naka,naka-07,2,0,0,4800.0
poi00256,shop_street,1053.7,6241.6,tetsuba,tetsuba-03,5,0,1,900.0
poi00257,fire_station,1215.4,6000.2,tetsuba,tetsuba-03,22,0,2,2100.0
poi00258,convenience,2299.1,2576.5,tetsuba,tetsuba-05,7,0,1,180.0
poi00259,shop_street,2776.0,2549.1,tetsuba,tetsuba-05,13,0,1,900.0
poi00260,clinic,2297.6,2980.2,tetsuba,tetsuba-05,9,0,2,420.0
poi00261,park,2388.1,2762.9,tetsuba,tetsuba-05,2,0,0,4800.0
poi00262,convenience,5218.9,-8.7,minami,minami-08,7,0,1,180.0
poi00263,convenience,5218.9,-8.7,minami,minami-08,7,0,1,180.0
poi00264,convenience,5218.9,-8.7,minami,minami-08,7,0,1,180.0
poi00265,convenience,5218.9,-8.7,minami,minami-08,7,0,1,180.0
poi00266,shop_street,5319.6,135.6,minami,minami-08,34,0,1,900.0
poi00267,school_primary,5194.5,546.4,minami,minami-08,28,520,3,3400.0
poi00268,school_junior_high,4993.9,-98.8,minami,minami-08,44,620,3,5200.0
poi00269,clinic,5360.4,-298.2,minami,minami-08,9,0,2,420.0
poi00270,clinic,5043.3,-320.2,minami,minami-08,9,0,2,420.0
poi00271,shrine,5186.9,328.9,minami,minami-08,2,0,1,700.0
poi00272,park,5074.6,-318.1,minami,minami-08,2,0,0,4800.0
poi00273,convenience,7956.8,3859.6,higashi,higashi-03,7,0,1,180.0
poi00274,convenience,7956.8,3859.6,higashi,higashi-03,7,0,1,180.0
poi00275,convenience,7956.8,3859.6,higashi,higashi-03,7,0,1,180.0
poi00276,convenience,7956.8,3859.6,higashi,higashi-03,7,0,1,180.0
poi00277,convenience,7956.8,3859.6,higashi,higashi-03,7,0,1,180.0
poi00278,shop_street,7615.1,2875.7,higashi,higashi-03,43,0,1,900.0
poi00279,school_primary,8022.2,4001.7,higashi,higashi-03,28,520,3,3400.0
poi00280,school_junior_high,8364.9,3528.5,higashi,higashi-03,44,620,3,5200.0
poi00281,clinic,7816.8,3153.4,higashi,higashi-03,9,0,2,420.0
poi00282,clinic,8762.6,3355.9,higashi,higashi-03,9,0,2,420.0
poi00283,clinic,8328.7,3484.4,higashi,higashi-03,9,0,2,420.0
poi00284,clinic,8466.3,2739.7,higashi,higashi-03,9,0,2,420.0
poi00285,shrine,8941.8,3437.2,higashi,higashi-03,2,0,1,700.0
poi00286,park,8552.8,2678.2,higashi,higashi-03,2,0,0,4800.0
poi00287,convenience,6807.4,5055.0,higashi,higashi-02,7,0,1,180.0
poi00288,convenience,6807.4,5055.0,higashi,higashi-02,7,0,1,180.0
poi00289,convenience,6807.4,5055.0,higashi,higashi-02,7,0,1,180.0
poi00290,shop_street,6154.7,4870.7,higashi,higashi-02,31,0,1,900.0
poi00291,school_primary,7019.9,5490.8,higashi,higashi-02,28,520,3,3400.0
poi00292,school_junior_high,6244.8,5155.5,higashi,higashi-02,44,620,3,5200.0
poi00293,clinic,6472.8,5622.5,higashi,higashi-02,9,0,2,420.0
poi00294,clinic,6663.0,5367.4,higashi,higashi-02,9,0,2,420.0
poi00295,clinic,5622.6,4412.8,higashi,higashi-02,9,0,2,420.0
poi00296,shrine,6319.4,4311.1,higashi,higashi-02,2,0,1,700.0
poi00297,park,6641.9,5857.7,higashi,higashi-02,2,0,0,4800.0
poi00298,convenience,2112.6,3283.0,naka,naka-03,7,0,1,180.0
poi00299,convenience,2112.6,3283.0,naka,naka-03,7,0,1,180.0
poi00300,convenience,2112.6,3283.0,naka,naka-03,7,0,1,180.0
poi00301,convenience,2112.6,3283.0,naka,naka-03,7,0,1,180.0
poi00302,convenience,2112.6,3283.0,naka,naka-03,7,0,1,180.0
poi00303,convenience,2112.6,3283.0,naka,naka-03,7,0,1,180.0
poi00304,convenience,2112.6,3283.0,naka,naka-03,7,0,1,180.0
poi00305,shop_street,1906.8,3530.9,naka,naka-03,58,0,1,900.0
poi00306,school_primary,1876.1,3496.8,naka,naka-03,28,520,3,3400.0
poi00307,school_junior_high,2272.7,2984.7,naka,naka-03,44,620,3,5200.0
poi00308,clinic,1925.3,3296.2,naka,naka-03,9,0,2,420.0
poi00309,clinic,2278.3,3049.4,naka,naka-03,9,0,2,420.0
poi00310,clinic,2516.1,3577.9,naka,naka-03,9,0,2,420.0
poi00311,clinic,2247.4,3172.0,naka,naka-03,9,0,2,420.0
poi00312,shrine,2258.8,3571.2,naka,naka-03,2,0,1,700.0
poi00313,bank,2113.0,3565.6,naka,naka-03,14,0,3,900.0
poi00314,post_office,2113.0,3565.6,naka,naka-03,11,0,2,650.0
poi00315,park,2247.4,3172.0,naka,naka-03,2,0,0,4800.0
poi00316,petrol,2112.6,3283.0,naka,naka-03,5,0,1,1100.0
poi00317,parking,2112.6,3283.0,naka,naka-03,6,0,5,2600.0
poi00318,convenience,5637.5,2116.6,minami,minami-07,7,0,1,180.0
poi00319,shop_street,5289.8,1780.9,minami,minami-07,10,0,1,900.0
poi00320,shrine,5273.5,1871.4,minami,minami-07,2,0,1,700.0
poi00321,bank,5850.7,2100.2,minami,minami-07,14,0,3,900.0
poi00322,post_office,5850.7,2100.2,minami,minami-07,11,0,2,650.0
poi00323,police_box,5637.5,2116.6,minami,minami-07,6,0,1,140.0
poi00324,petrol,5637.5,2116.6,minami,minami-07,5,0,1,1100.0
poi00325,convenience,-254.4,1309.8,hikari,hikari-03,7,0,1,180.0
poi00326,convenience,-254.4,1309.8,hikari,hikari-03,7,0,1,180.0
poi00327,convenience,-254.4,1309.8,hikari,hikari-03,7,0,1,180.0
poi00328,convenience,-254.4,1309.8,hikari,hikari-03,7,0,1,180.0
poi00329,convenience,-254.4,1309.8,hikari,hikari-03,7,0,1,180.0
poi00330,convenience,-254.4,1309.8,hikari,hikari-03,7,0,1,180.0
poi00331,convenience,-254.4,1309.8,hikari,hikari-03,7,0,1,180.0
poi00332,convenience,-254.4,1309.8,hikari,hikari-03,7,0,1,180.0
poi00333,convenience,-254.4,1309.8,hikari,hikari-03,7,0,1,180.0
poi00334,convenience,-254.4,1309.8,hikari,hikari-03,7,0,1,180.0
poi00335,shop_street,-259.9,1157.9,hikari,hikari-03,80,0,1,900.0
poi00336,school_primary,-499.4,1740.9,hikari,hikari-03,28,520,3,3400.0
poi00337,school_junior_high,-871.5,1527.6,hikari,hikari-03,44,620,3,5200.0
poi00338,clinic,-1093.6,1773.7,hikari,hikari-03,9,0,2,420.0
poi00339,clinic,-1506.6,768.3,hikari,hikari-03,9,0,2,420.0
poi00340,clinic,-1131.3,985.3,hikari,hikari-03,9,0,2,420.0
poi00341,clinic,-1140.4,1898.5,hikari,hikari-03,9,0,2,420.0
poi00342,clinic,-280.6,1562.0,hikari,hikari-03,9,0,2,420.0
poi00343,clinic,-1102.8,2073.6,hikari,hikari-03,9,0,2,420.0
poi00344,shrine,-1337.0,756.6,hikari,hikari-03,2,0,1,700.0
poi00345,bank,-1432.8,779.1,hikari,hikari-03,14,0,3,900.0
poi00346,post_office,-1432.8,779.1,hikari,hikari-03,11,0,2,650.0
poi00347,police_box,-254.4,1309.8,hikari,hikari-03,6,0,1,140.0
poi00348,petrol,-254.4,1309.8,hikari,hikari-03,5,0,1,1100.0
poi00349,convenience,-2235.7,993.9,tsukimachi,tsukimachi-05,7,0,1,180.0
poi00350,shop_street,-1884.5,1088.9,tsukimachi,tsukimachi-05,13,0,1,900.0
poi00351,clinic,-3152.0,208.3,tsukimachi,tsukimachi-05,9,0,2,420.0
poi00352,park,-2775.3,521.7,tsukimachi,tsukimachi-05,2,0,0,4800.0
